Date,Real,Predicted
2019-06-04,35.02,34.222324
2019-06-05,34.34,34.24655
2019-06-06,34.700001,33.807606
2019-06-07,35.07,34.090168
2019-06-10,34.630001,34.349033
2019-06-11,34.799999,34.02379
2019-06-12,34.599998,34.135246
2019-06-13,33.98,33.97495
2019-06-14,33.990002000000004,33.50902
2019-06-17,33.950001,33.47131
2019-06-18,34.830002,33.391346
2019-06-19,35.380001,33.9654
2019-06-21,36.18,34.322807
2019-06-24,36.099998,34.89339
2019-06-25,35.650002,34.867943
2019-06-26,36.5,34.619953
2019-06-27,36.25,35.29363
2019-06-28,36.259997999999996,35.15058
2019-07-01,36.080002,35.216812
2019-07-02,35.950001,35.132652
2019-07-03,36.57,35.070847
2019-07-04,36.990002000000004,35.51746
2019-07-05,37.400002,35.807
2019-07-08,37.299999,36.108364
2019-07-10,37.200001,36.070683
2019-07-11,37.150002,36.05089
2019-07-12,36.459998999999996,36.052082
2019-07-15,36.360001000000004,35.59296
2019-07-16,36.5,35.524673
2019-07-17,36.400002,35.589436
2019-07-18,37.369999,35.477215
2019-07-19,36.400002,36.11141
2019-07-22,37.02,35.41127
2019-07-23,37.380001,35.844803
2019-07-24,37.349998,36.07561
2019-07-25,36.200001,36.05572
2019-07-26,36.849998,35.284462
2019-07-29,37.0,35.746784
2019-07-30,35.77,35.824284
2019-07-31,34.82,34.964466
2019-08-01,34.880001,34.284283
2019-08-02,34.93,34.2564
2019-08-05,34.450001,34.203842
2019-08-06,35.490002000000004,33.780743
2019-08-07,36.799999,34.429287
2019-08-08,37.0,35.304367
2019-08-09,36.720001,35.43835
2019-08-12,35.200001,35.31003
2019-08-13,35.889998999999996,34.3321
2019-08-14,35.099998,34.877758
2019-08-15,35.0,34.326675
2019-08-16,34.349998,34.248684
2019-08-19,34.200001,33.766716
2019-08-20,33.82,33.614456
2019-08-21,34.080002,33.28812
2019-08-22,33.540001000000004,33.403923
2019-08-23,33.150002,32.962643
2019-08-26,33.139998999999996,32.619804
2019-08-27,33.529999,32.550392
2019-08-28,33.91,32.779297
2019-08-29,34.09,33.019962
2019-08-30,33.939999,33.140316
2019-09-02,33.5,33.047054
2019-09-03,32.860001000000004,32.75694
2019-09-04,33.09,32.31476
2019-09-05,34.029999,32.481884
2019-09-06,35.169998,33.16587
2019-09-09,36.029999,34.000824
2019-09-10,35.330002,34.65572
2019-09-11,35.169998,34.228065
2019-09-12,35.389998999999996,34.24061
2019-09-13,35.869999,34.48865
2019-09-16,35.23,34.889004
2019-09-17,35.360001000000004,34.472393
2019-09-18,35.25,34.61451
2019-09-19,34.66,34.552296
2019-09-20,34.75,34.134426
2019-09-23,34.639998999999996,34.177715
2019-09-24,34.279999,34.06123
2019-09-25,34.68,33.75889
2019-09-26,35.68,33.9886
2019-09-27,35.529999,34.653126
2019-09-30,35.029999,34.519405
2019-10-01,34.220001,34.17819
2019-10-02,33.279999,33.617554
2019-10-03,33.290001000000004,32.93201
2019-10-04,33.450001,32.87263
