Date,Real,Predicted
2019-06-03,36.880001,36.376984
2019-06-04,37.049999,36.345184
2019-06-05,36.48,36.610416
2019-06-06,37.279999,36.00927
2019-06-07,37.290001000000004,36.83911
2019-06-10,36.849998,36.779766
2019-06-11,37.02,36.217808
2019-06-12,36.59,36.690365
2019-06-13,36.189999,36.219593
2019-06-14,36.130001,35.77538
2019-06-17,36.040001000000004,35.930378
2019-06-18,36.349998,35.740173
2019-06-19,36.799999,35.931427
2019-06-21,37.630001,36.36049
2019-06-24,37.93,36.98361
2019-06-25,37.610001000000004,37.13484
2019-06-26,38.080002,36.856674
2019-06-27,37.900002,37.453156
2019-06-28,37.740002000000004,37.160892
2019-07-01,37.630001,36.955353
2019-07-02,37.73,37.05401
2019-07-03,38.400002,37.061783
2019-07-04,39.07,37.618176
2019-07-05,39.41,38.149467
2019-07-08,39.23,38.310192
2019-07-10,39.049999,38.20625
2019-07-11,38.720001,38.16941
2019-07-12,38.0,37.885826
2019-07-15,37.84,37.25731
2019-07-16,37.849998,37.257732
2019-07-17,37.650002,37.238014
2019-07-18,38.470001,36.92762
2019-07-19,37.599998,37.76793
2019-07-22,38.119999,36.817795
2019-07-23,38.25,37.37523
2019-07-24,38.970001,37.619473
2019-07-25,36.700001,37.948467
2019-07-26,36.23,35.946087
2019-07-29,36.150002,35.941635
2019-07-30,35.400002,36.015026
2019-07-31,34.5,34.88829
2019-08-01,34.200001,34.288414
2019-08-02,34.279999,34.212543
2019-08-05,33.66,34.092976
2019-08-06,34.169998,33.456062
2019-08-07,34.889998999999996,33.98751
2019-08-08,35.060001,34.60909
2019-08-09,34.48,34.513985
2019-08-12,33.759997999999996,34.09107
2019-08-13,34.099998,33.637753
2019-08-14,33.43,33.972275
2019-08-15,33.200001,33.26482
2019-08-16,33.27,33.039814
2019-08-19,32.790001000000004,33.267464
2019-08-20,32.470001,32.720276
2019-08-21,33.110001000000004,32.44362
2019-08-22,32.68,33.148792
2019-08-23,31.969998999999998,32.63175
2019-08-26,31.639999,31.962366
2019-08-27,32.040001000000004,31.90124
2019-08-28,31.85,32.21369
2019-08-29,32.450001,31.894375
2019-08-30,32.950001,32.437405
2019-09-02,32.610001000000004,32.95648
2019-09-03,32.060001,32.508324
